fmol/mgCDW	Yu2021_N30_005R1	Yu2021_N30_005R2	Yu2021_N30_005R3	Yu2021_std_010R1	Yu2021_std_010R2	Yu2021_std_010R3	Yu2021_N30_010R1	Yu2021_N30_010R2	Yu2021_N30_010R3	Yu2021_N30_013R1	Yu2021_N30_013R2	Yu2021_N30_013R3	Yu2021_N30_018R1	Yu2021_N30_018R2	Yu2021_N30_018R3	Yu2021_N30_030R1	Yu2021_N30_030R2	Yu2021_N30_030R3	Yu2021_N30_035R1	Yu2021_N30_035R2	Yu2021_N30_035R3	Yu2021_Gln_glc1R1	Yu2021_Gln_glc1R2	Yu2021_Gln_glc1R3	Yu2021_Gln_glc2R1	Yu2021_Gln_glc2R2	Yu2021_Gln_glc2R3	Yu2021_Gln_N30R1	Yu2021_Gln_N30R2	Yu2021_Gln_N30R3	Yu2021_Phe_stdR1	Yu2021_Phe_stdR2	Yu2021_Phe_stdR3	Yu2021_Phe_N30R1	Yu2021_Phe_N30R2	Yu2021_Phe_N30R3	Yu2021_Ile_stdR1	Yu2021_Ile_stdR2	Yu2021_Ile_stdR3	Yu2021_Ile_N30R1	Yu2021_Ile_N30R2	Yu2021_Ile_N30R3
YDL225W	86.71377747	79.34836225	97.59555143	74.01537426	98.78571261	64.27735209	72.203421	67.15146091	152.0168121	117.6341195	115.3629819	95.41395953	96.92898652	92.60005438	117.8732973	148.0552977	148.4315993	128.8824925	142.9045019	137.3839814	161.2946771	53.05820425	103.111839	43.97797965	72.37058811	76.89965328	112.2211718	91.09098933	128.0892075	111.2832813	97.01911654	122.0891868	85.82627114	136.3145409	152.2572759	111.8529361	75.19127348	100.6861594	103.2455727	206.759081	155.0597249	180.3323835
YDL231C	2.402695394	1.757675756	1.689440437	1.176969381	2.760523698	0	0	0	1.46948569	0	0	1.746948263	2.294955174	1.603745035	0	1.815472628	1.927628396	0	1.829431291	0	0	1.752024142	5.035924984	4.013079022	3.268583906	0	0	1.123038168	2.245928289	0	2.934623991	2.823676087	0	4.23675138	2.471471202	0	1.497638017	3.23375774	1.576036844	1.980354086	0	0
YDL235C	448.8539609	393.244589	395.5623117	551.0549378	550.8562254	464.2494579	390.328364	551.7504316	263.2315338	549.3410415	435.1274132	452.0712134	424.7482286	473.2908828	482.614999	574.4036714	511.3106392	578.7505094	595.8247657	660.7784829	630.1870959	871.028388	581.5265719	828.0975905	881.243162	434.7566014	515.8692019	273.0524321	542.2033544	732.8432764	576.0442333	694.4609867	550.1287954	759.1070525	585.5073297	604.9190696	540.4344572	687.6284662	435.272308	464.2092425	663.2364918	477.8790151
YDL237W	312.4045703	299.7965015	320.4155284	381.1014959	403.8527529	359.8581792	277.9873759	296.5922703	213.4204829	324.8493521	255.2980154	287.3479229	306.7829262	296.8622645	346.966446	339.7366102	341.3406241	304.6260126	288.863525	259.5546667	323.4065193	575.6725327	774.7495429	749.2630316	701.1942462	302.637323	356.6607838	161.3811553	347.7931358	412.7728041	422.0467715	562.7067499	459.7004756	500.760052	414.1121405	460.4462816	315.9577809	537.59542	274.1934103	295.8707677	376.2059103	333.4697898
YLL002W	0	17.50205099	19.46502128	0	17.73006256	17.61871025	19.51082648	17.11806131	0	22.22889778	18.67527149	20.57222294	0	19.57498197	21.71173822	22.30630899	26.2409058	26.74719195	25.68302053	23.52972409	20.81297129	0	18.34418656	40.79508133	26.07497414	26.63758503	22.28663777	0	20.24677516	23.68697355	20.41832047	28.30923737	28.38513905	0	25.1583993	29.71193186	0	19.71838841	22.39287172	27.75688664	28.25734688	29.42835028
YLL027W	16.13771208	13.32096514	17.70509771	50.41774125	52.1569648	45.83962606	16.31888864	19.24056661	15.70545757	25.21797279	23.00661854	21.76245847	30.2459952	29.89861543	34.06394128	48.37389064	45.32064484	46.71067608	48.97051489	45.90198681	53.26097073	100.2444326	112.5480431	112.560731	87.33196166	35.0885066	43.91997476	10.87295453	24.50954032	30.61508615	55.36900598	75.73327664	66.61227299	35.43391624	26.26822911	35.18307466	41.58769164	62.50156006	33.77117452	29.37990998	37.82995382	36.35654517
YLL029W	197.7017467	152.6638063	157.8484618	154.23804	142.7088701	102.2212504	112.0761521	150.8280779	194.7494493	177.7064645	154.2643647	184.6843383	153.8314656	156.3434532	163.1144321	224.4584538	207.4460834	194.3075799	212.3318728	244.479912	233.0755726	152.5257465	148.9666096	175.940156	208.7785171	166.7127638	150.969453	145.8403722	221.0754012	195.0879693	200.3896248	264.9653779	235.5980139	232.5232566	226.4269767	212.5342141	158.7957708	152.0803668	188.8674744	338.8059633	248.3162925	269.3401992
YLL031C	6.036463096	4.543136072	5.713917397	6.987499561	6.219461797	7.811704089	4.816365513	5.636626471	4.467563206	6.074100926	5.294449939	5.835602393	6.539644272	6.596390968	6.667483822	6.710870267	9.100190602	7.33002405	9.922229754	7.950224647	9.459422879	8.391523752	5.938222004	5.148777364	5.371798859	5.110508853	6.555715734	3.174712684	6.229443929	7.1421684	10.62372504	7.164677145	8.327846821	8.071051317	5.647739489	7.156521809	5.206633186	6.4032144	4.318809714	6.695675944	5.439694826	5.284772272
YLL032C	19.54787792	19.01507277	17.64634061	23.62231455	29.57271525	20.65827273	16.18678713	16.92447877	17.92802199	20.98709308	19.00335063	18.14673462	19.68313313	17.9104138	20.13633809	25.68946434	24.53866828	31.4280404	27.65585044	36.62590985	27.22548679	32.40142674	45.1848432	43.86881046	38.8327597	19.59386467	22.13152713	14.25589437	22.29005115	26.94034918	32.14647078	36.80756409	27.73271902	29.64703045	23.95005784	27.66699504	21.87496807	34.8532522	22.33974489	22.72937998	27.46977293	27.43155084
YLR001C	9.480482001	8.692293262	9.29919139	7.503750173	7.925224975	7.073238252	8.371516316	7.818485469	10.90848833	11.6358238	8.937605233	10.31348063	10.45665292	10.24038154	9.76970015	10.71872925	10.45370822	8.625367845	10.28158492	8.456566685	10.77916989	6.481378302	8.582558319	8.749470789	10.06876773	5.894666443	7.60277259	5.680588362	9.855217652	10.04277334	8.313749849	9.980153235	8.962827943	10.78123765	9.860812548	10.3541375	6.274387741	7.405357311	7.561780626	12.782786	13.81551501	12.38641205
YLR003C	29.75751314	25.03886126	26.10295076	29.90370013	29.81829442	14.01132865	14.67719244	14.47735528	16.33928903	22.31780061	24.4998247	18.68006307	17.88895992	16.69865603	23.93351742	27.54961109	25.96417343	20.23998483	26.64647861	27.21488838	45.43595174	31.40724187	44.95271102	35.87332571	36.87877882	21.92007624	22.35404096	16.81707079	26.05467672	31.36512398	27.25662435	24.40851359	35.2436466	38.07908295	28.13221397	29.65990666	22.91881615	33.03134325	22.32136612	26.59822591	29.27014903	41.11056803
YLR007W	1.857012901	1.302354046	1.012971537	1.865091888	1.729946444	1.211693372	0.862503882	1.206511417	0.920954555	1.09172627	1.137983262	0.957654623	0.962206165	0.832512105	1.388107427	1.220950789	0.961379562	1.627371981	0.978281195	1.8014116	1.624500722	2.733780894	2.221018445	2.566358748	2.777878519	0.956422567	1.614472027	0.721811572	1.286394879	1.592097541	1.067947087	1.816525117	1.347146178	1.668736069	1.650142763	1.484461452	1.18305921	1.209951231	0.90907608	1.01602944	1.355835957	1.462986811
YLR008C	2.582666603	2.366403781	3.489757322	7.375298257	10.11906207	6.606093282	3.104835383	3.534950912	5.229823846	5.937603387	4.96235833	4.444144411	5.777792124	5.729234078	6.73455696	12.05645024	12.35512584	11.55760613	13.56976904	14.90779721	12.46736812	13.30787924	19.86264851	16.09657783	10.68568036	6.089181457	8.000325321	3.943682796	7.017397024	7.014485494	10.41604738	13.67598702	11.63539282	8.116503906	8.055224042	8.789425824	6.286066356	9.05651121	6.523033474	8.068431118	10.13695186	8.155372981
YLR009W	504.0238739	473.3423066	484.7487067	1079.089666	1181.924594	921.5539927	368.943657	436.278672	348.8714014	546.0240728	469.1168511	450.7569904	675.2130155	629.796091	657.6323272	1186.978482	1331.493877	1418.097792	1705.471769	1631.255438	1714.681917	1438.539035	1698.084784	1736.361065	1396.925736	724.8392713	901.1387238	283.4046134	517.2295401	658.3783651	941.3656284	1207.149251	970.3464456	726.7119785	596.1626154	701.1281834	808.5978551	1064.961528	983.6685383	752.675509	855.6214912	824.3586778
YLR011W	390.7826626	347.2807793	367.1726095	273.9202827	453.6113278	287.8630468	292.614595	290.6873739	372.4286644	354.2856427	339.6140931	311.4189805	329.7463779	305.8693935	323.9312355	435.78477	449.8385255	324.1004751	487.1570302	404.4043964	416.3610436	299.3529857	542.444165	464.6467505	570.9470276	389.9846226	507.3235346	459.9185936	629.2406244	606.2763422	618.351969	702.8286089	531.2468415	642.5816494	721.4898983	640.7177222	387.7964342	470.7058904	466.9904185	899.7357574	666.7081349	875.4565433
YLR017W	31.78593122	26.66474223	33.85634971	40.6375266	32.85204678	35.39452689	31.66835439	27.3155886	64.46772123	54.2011505	45.03033129	44.91995179	49.09199747	49.16439433	64.190351	82.30748035	48.27349502	47.50253149	43.85386826	41.8071089	35.01376106	33.85925286	44.16295957	68.35453399	54.78697872	37.16828131	51.3310396	38.08186135	62.79479021	62.29236667	53.10086273	65.39896201	61.79320907	70.52656217	66.25768489	66.49096388	39.56536284	43.44419195	39.35180104	67.74971437	69.03906877	63.34475275
YLR021W	57.56033423	50.19319021	57.77142493	39.64892067	67.33992852	65.3737066	47.48030325	62.94988694	49.2030362	103.9767325	95.69258158	74.58603248	65.4562112	76.56885586	91.01800046	90.23974218	83.98127667	154.7712997	125.8126234	169.0145175	90.3977849	48.03569896	49.38997925	84.34137843	121.7463793	67.97581633	76.66313231	71.17517785	113.7897308	105.8276494	120.1418692	172.7514334	90.60437156	127.9305908	132.7486492	137.9216782	76.59119229	87.10256077	63.09779122	96.18931885	114.8504161	115.904159
YLR022C	58.55970357	60.9896472	57.2310188	97.14393647	103.8083712	91.32627692	56.25695067	59.53008219	46.34613411	79.08831483	68.07408726	71.24103904	84.82510954	86.34985833	87.05058473	126.7334118	127.9792842	129.4606797	153.0587802	157.9163507	159.3630676	138.8834371	147.1580976	146.548485	130.0581983	76.21448543	82.34443316	44.55255309	78.09702811	89.18351139	105.8955872	129.7365837	110.9220211	103.0815097	85.55945271	102.6838472	87.9545495	129.8757656	86.59101795	82.5797509	81.7366653	78.59543875
YLR033W	57.79681426	47.36530185	35.71724681	59.85666887	54.03389407	54.67786769	48.74626342	42.9701521	51.28645563	73.28804171	59.34931929	66.64442554	73.07085239	61.9614646	64.78109059	102.984898	123.5945612	111.7225834	163.2369087	135.6523326	142.5720293	78.65044387	80.58980288	106.9407363	70.9224464	50.83829691	57.58886372	42.15228594	73.45011159	71.03315516	65.06663136	68.07032808	69.48151135	87.68690184	75.64400668	85.00671863	56.10204776	66.31558789	53.39641876	107.5242665	96.28929405	87.22911286
YLR072W	17.3051251	16.33319484	16.15771516	18.86118667	19.81921521	18.11770171	10.96648746	13.14179209	10.62267752	16.6403836	15.56349516	14.56902424	14.76126547	15.74610449	16.46194482	17.63535106	17.89547246	17.74557198	17.43120572	18.53357254	17.76324356	17.09246821	17.94369164	21.01859781	24.562787	13.26369049	18.59653726	9.994954352	18.42828645	19.43421643	25.51068716	28.45122303	23.42808724	22.7435258	18.83159582	19.23111201	16.373351	22.87233534	14.89335183	17.49379159	20.65747029	19.25238166
YLR074C	0	61.51792447	60.07724849	0	147.4869216	147.8869488	0	80.28135818	0	0	85.42284882	79.60448751	0	109.582803	124.4551923	238.5728689	261.898443	0	450.5049208	0	322.9559255	0	260.5641095	292.9422685	206.9780832	0	138.0942978	0	96.64655227	120.5038393	140.2840228	151.2902291	0	0	101.5017364	0	0	173.4360917	93.32282833	135.5403137	0	99.25747693
YLR077W	5.301968123	4.241295097	4.525858034	7.814235938	9.045094385	5.089751151	3.535334512	3.647031046	4.397591119	6.914445663	6.74261289	6.133135122	6.499265937	6.833434986	7.518924873	8.658743216	9.135940685	10.84462648	9.357941505	11.80818309	8.896249947	10.26665017	15.32321213	10.97932935	9.29507111	5.536787654	6.388934102	4.69639068	8.27173793	8.670201958	17.48983601	13.91997181	12.60568821	9.47839493	9.61771682	10.02000043	7.222669003	9.80655601	6.857684881	8.326786761	8.627944285	9.113556158
YOL008W	0	0	0.324270884	0	0	0.530856643	0	0.315991471	0	0	0.331507598	0	0	0.381413807	0.451975942	0	0.591474846	0	0.552229017	0	0.611973789	0	0	1.036269923	1.107898364	0	0.598320621	0	0	0.652675718	0	0.861046329	0	0	0	0	0	0	0.598774317	0.356749445	0	0.428067553
YOL018C	63.66160553	59.47572634	54.22782465	79.09580667	83.81297898	72.68224464	46.18959521	48.38493947	30.67592198	57.06556796	43.79944554	49.16979626	50.92128098	49.64824891	51.14694481	58.34007957	56.46656864	59.99504228	62.01810605	67.38201851	64.61812259	114.4549422	126.557377	134.9437194	118.5767787	63.7736977	69.82639479	33.93624795	65.11485869	72.89783375	78.38224936	88.70198832	73.99015147	82.92821855	73.25623283	85.79710253	72.87479519	101.3691114	71.85884956	68.33213736	97.26982002	64.14365137
YOL019W	0.315005877	0.279158586	0.324678292	0.153205395	0.194742649	0.315526237	0.386870426	0.3359497	0.266050229	0.610872193	0.529952994	0.585731499	0.656306916	0.602600044	0.5700841	0.91501589	0.916884869	1.057748719	1.003702567	1.244539648	1.350342895	0.243693067	0.620735493	0.672479249	0.614939627	0.349178995	0.456177628	0.464558295	0.707804218	0.72115576	0.30376454	0.297579711	0.495481781	0.734291573	0.777287272	0.748810654	0.28711499	0.550822948	0.284124883	0.744362755	0.882511713	1.300927964
YOL021C	56.28986033	42.26101214	53.8267272	55.55775272	49.74771094	52.30852451	41.5199067	38.25504649	68.47086299	70.03847784	58.98571847	56.63330513	63.34206809	57.18171869	62.34162504	102.2464875	90.23682577	105.2066394	106.9895081	131.4283493	135.4903843	58.44721798	63.16516039	116.2936364	123.0239788	67.90323362	81.54235153	48.7121152	75.56417111	81.14636826	63.45530417	111.5348984	75.55113194	83.30746224	78.75514184	81.43178428	64.21722672	60.89586301	79.16858701	115.7393513	94.40749845	127.8989269
YOL027C	58.72934266	56.71330136	48.86643449	116.8910954	133.6303529	107.7947407	35.94590898	39.0073862	26.52215921	55.79454238	50.45147573	51.70596391	60.27157363	54.60444552	58.17420978	86.08069236	102.7457332	97.63952805	125.5423414	146.6863326	123.3875261	129.777934	214.5083408	142.5555532	116.2603422	70.52503978	74.618882	36.38190929	67.82288998	73.33307554	126.5056502	123.5197051	107.1371434	77.92581786	74.80565151	87.34044402	83.56732965	131.3352537	75.26358346	93.29882375	96.52119132	80.45497111
YOL030W	191.3186999	215.2767502	203.0651433	264.4971594	358.2408805	291.3479467	223.8600801	253.3435356	119.5153812	212.807682	201.2362035	194.9987801	243.248953	235.9926617	254.8933768	366.4195704	320.9574729	310.8139949	308.9697414	348.7121675	304.2435674	350.8867993	784.1065339	665.0605453	497.9472775	176.7212783	206.3646349	140.8653426	202.8632197	290.3058216	208.4256277	371.7723894	177.0878595	243.1865785	186.4500737	286.1243691	187.1544267	300.0306521	164.825507	267.9480932	240.667822	212.9741895
YOL031C	95.16074586	93.68831505	86.88304322	106.5010616	113.1049899	109.6209263	86.59341641	91.07156893	50.11581179	109.4183799	90.03634482	95.05490222	89.7651205	86.18411369	96.6947586	106.4054415	100.9251408	99.89605091	105.569587	107.9108983	119.3195076	125.5431938	132.4745159	152.2671765	154.2408015	84.14156975	107.4098746	66.76816055	123.3154233	128.9101075	97.67200926	112.4623498	92.44922165	148.9683397	137.2679146	145.9662262	103.8269432	137.9937863	93.34227809	109.0075137	175.2659403	132.3957345
YOL032W	239.2979896	228.2542718	174.7436181	268.1566272	202.8469253	202.4251922	125.3769843	119.6082219	109.2152245	133.9269593	138.442878	138.5252479	108.9256953	123.5977986	122.2135756	140.8027703	159.570707	99.67763677	179.1722735	100.9909544	207.8640907	428.5341455	285.8784687	346.8421392	322.0202349	244.4996363	245.257644	95.40882685	220.670905	205.6256673	242.2083177	257.5710906	293.0763454	220.6783186	209.402318	189.9115872	263.1687294	254.378235	246.6200384	232.5733273	283.0894304	291.3051907
YOL034W	7.417169557	8.114752521	9.234960523	11.55952038	9.890398257	8.372787198	5.298897381	6.322908367	4.04573033	6.765372205	5.651125611	5.438567069	5.58287886	5.13553676	5.912246876	6.02053773	6.319805502	8.662371763	6.827012264	9.141228213	6.467694959	22.73213535	16.97785774	14.54343524	13.09556131	5.520992544	8.601373167	3.513812738	6.945533893	7.504856079	6.977287387	9.67445179	8.494719265	10.67688933	8.954130767	9.823690708	8.533688316	11.43988494	9.342046043	8.039957974	9.372985127	7.623058176
YOL041C	46.73713583	40.67009069	49.71173613	74.28611743	66.41286553	64.245166	32.75285654	35.79615288	52.45050738	53.53819689	43.11836928	46.3280306	55.02116868	56.43914426	56.7065287	102.9102222	102.3229535	85.7654997	103.3707426	97.77241653	119.2870573	105.0129953	96.27699192	128.485515	97.75940507	50.94351992	65.17549663	31.85575701	57.92155736	56.23431236	69.16943924	87.0363789	78.21059595	75.19843618	62.23985206	60.28731693	58.32284355	67.27198655	61.23293642	89.74289653	71.30202254	65.73595684
YOL042W	5.736570647	5.6143842	5.999763093	8.073114169	8.940679353	7.531283204	5.136719297	5.208342861	5.760903297	6.356163014	5.065462721	5.356931333	5.685531444	4.970537284	6.100529623	5.287431792	5.385519852	6.182336059	5.552786379	6.774883831	7.903379808	15.36199234	19.14229912	21.27111708	13.70780941	6.10874462	7.430102809	3.892130777	6.681491164	7.938714544	9.804183893	17.51737629	11.03037454	10.03183004	7.358088776	9.026694806	7.471630725	11.52755398	7.678989259	8.657019682	9.732466592	7.448485043
YOL049W	276.6861972	246.1220674	258.7451831	316.9085673	320.508615	291.8710987	204.3950515	234.3828623	287.416012	306.306083	251.3481695	248.9977379	263.3076127	271.2616966	296.4527756	371.8309467	408.9329786	291.490588	388.9208405	318.2734625	382.5414305	486.0885943	651.8403214	635.5790333	513.3565666	289.5569408	382.9061084	204.2766039	373.6642828	406.9230819	406.0117808	520.1583839	466.9979042	453.5660178	397.3914319	439.5063627	313.2818688	374.9957011	326.9114134	495.9241342	514.0827947	442.04742
YOL053W	12.29173734	9.118613503	11.68817366	28.61596691	15.89349986	29.78114428	10.4926632	12.56052713	7.888097363	18.49940806	13.97515858	12.36040628	18.01087775	18.5744534	19.09277468	24.5574012	34.92186514	32.71712802	33.49546185	37.08453103	35.37752768	43.42374913	29.38379389	44.93206461	37.63676589	21.05283357	25.85323025	10.73403702	17.13449701	24.1330737	35.38150812	50.21714507	50.57264879	22.95968701	20.21512435	33.11473661	23.67745793	20.81494482	25.16093902	26.888169	36.49262804	24.85363271
YOL055C	46.75023319	61.96566829	54.8890876	57.34260748	57.98640437	48.16437177	26.19653931	30.30353442	21.94138114	26.99886869	16.6090101	22.79125279	22.94152482	20.51212752	16.86381343	19.99672095	21.5964586	18.03923045	21.51889043	18.3251253	16.7425583	91.03635728	66.32425924	88.20553162	89.25980824	51.86453405	58.04994045	20.38162813	51.48476773	49.34945547	58.84699719	71.47718264	58.41151596	53.21447758	57.49112189	56.08678181	53.78313836	66.07134531	65.21382821	54.60321927	61.59482161	53.69692976
YOL057W	382.0211374	341.9714628	433.0040871	355.7512759	423.945075	278.5739445	349.4958737	374.4976711	655.51811	492.781397	415.2342133	414.7624641	391.8731622	374.7354334	462.4634495	441.9541256	437.1040649	364.5682805	390.0608094	360.0944703	512.7755651	303.5880086	511.6306337	493.3890108	482.9586214	278.9669119	403.4881149	370.6538533	560.6341201	530.28551	382.034819	491.4001132	373.2522519	660.9441777	632.7391974	553.721099	279.9703239	380.3719002	373.9136445	629.3256156	601.2904656	648.9711664
YOL065C	48.85467235	0	33.89522301	36.97689987	0	33.18834363	32.01416699	35.57362669	60.89688894	48.85784364	50.82165874	0	47.26987147	42.86650408	54.59492145	0	75.81680019	43.66335453	54.78435331	54.58103623	61.95701145	30.77533785	0	109.6252745	77.92961241	34.16099323	44.61600492	40.1877791	0	65.32716076	0	50.13314194	53.5339887	74.91959541	0	59.23260249	34.45177537	0	44.06073115	124.701497	48.68485765	72.18578297
YOL071W	457.824671	377.5218979	401.9316854	707.9860567	772.5606094	641.6647622	338.0967202	341.3967299	538.934952	566.6481809	422.8095687	486.0140343	565.7357048	540.4079514	515.202319	739.4562209	807.3300968	718.93578	742.6890353	777.1465482	856.726388	1033.785606	990.3420981	928.5221285	617.7949142	455.0268656	595.2093957	464.2106376	727.5720646	724.8778576	964.8263625	1016.642016	965.0246372	809.8061344	777.5298348	873.5903312	525.1503755	617.328385	621.4722646	1052.444044	1053.884796	846.0678306
YOL077C	35.15858598	32.39826361	36.01691285	73.42596994	66.15825976	58.17098002	28.55425094	25.44111678	30.43427257	38.06288088	35.478935	32.81424276	41.59439663	37.73221881	42.49479593	66.34336729	81.99154202	73.8320462	120.2308511	120.003671	109.2882765	96.57231646	86.65163327	97.14082318	81.42502752	52.08968045	60.89303875	21.42184082	43.29247498	45.30492568	63.88183031	68.00652193	67.87274537	50.50639333	46.23497504	47.65378091	57.69587663	73.02926916	52.31381346	76.00200517	53.91016781	75.0662719
YOL109W	1390.993014	1131.559069	846.9448795	1645.182146	1788.861442	1042.747613	1105.832148	1279.074289	1682.81676	1528.337808	1432.692864	1386.876414	1183.688014	1349.843512	1227.62044	2119.774559	1378.901874	1643.063307	2538.937771	2828.933752	3014.344323	1214.155266	2245.661108	735.956242	1079.158622	1398.209907	1991.14544	2806.443484	2610.382085	2763.450318	1258.164744	667.0618717	1490.69402	2419.141737	1823.494827	2437.79119	1226.356474	1723.322358	1449.243657	2489.670639	2673.196948	1327.163679
YOL133W	20.20836363	17.24801629	31.11293163	26.40735931	27.44782403	17.78021644	16.9075807	16.9960515	44.86655917	23.47125054	18.40617797	15.49871272	13.37317499	19.6014434	22.17711967	18.00554212	22.83309978	16.61625148	20.93080244	18.00011277	17.9482238	25.79004442	46.37023733	36.96328783	48.93817589	19.29491844	34.41735044	13.9446463	24.21917411	23.33903371	17.54636071	27.39939344	23.70086457	38.9741118	35.52677855	26.94081803	17.23062975	29.91834212	25.90256737	30.98344163	40.96265487	23.47565544
YOL135C	71.28728079	65.73539142	62.14372933	83.66257109	75.37975081	74.21266386	54.1941889	58.00021569	44.87151685	71.99123505	59.19104808	57.45687154	68.77623058	64.14733442	71.26475056	109.7888071	105.145514	104.9340473	123.7962084	122.0217831	136.4888164	116.1664637	108.7036144	140.9708924	141.9332435	69.9526659	86.74734888	41.39587162	80.68240478	86.68312355	88.34316536	124.9846817	113.727585	114.4528541	93.76333201	104.538225	83.77419399	103.8636255	76.05266731	91.53573303	108.2550656	77.8298479
YOL138C	7.471449732	6.478452781	7.849262844	7.188984671	7.477213387	6.656451789	6.190882565	6.154317491	8.282372841	7.430732379	5.987334474	5.639695299	5.481350016	5.660038489	7.260069618	6.552427311	6.431809094	5.222140936	5.814112988	5.135485209	7.62302046	7.396987172	11.85987638	12.05652976	12.06244059	5.712840899	7.210296218	4.032692009	7.827633673	9.216416401	8.099408128	11.77599365	10.20639209	10.1902167	8.30162373	9.425790092	5.786094964	8.760120113	5.890561023	6.510532423	8.039803973	8.294581861
YOL142W	73.712838	67.05785733	63.6311815	66.7394535	71.40613201	79.88621795	51.21829806	52.80857235	44.25841357	70.94188867	57.155653	73.67279652	72.37971139	68.25644088	74.66630473	97.65916036	93.6336059	93.63388144	107.8284576	98.47352664	124.8735506	49.7316173	79.0337736	75.98069652	102.0196493	69.42930946	101.4994766	46.17085726	88.96527424	93.10268794	92.53035084	102.9453808	118.2688083	104.6704742	92.20166094	94.5142448	69.60040449	88.29347613	73.11203091	77.81911838	102.7763981	117.7530436
YOL164W	1.77481782	0	0.717886893	0.481029895	0	0.959796247	0.437072222	0.497957728	1.309202217	1.179717289	0.830653826	0	1.064893944	0.892813255	0.852651617	0	2.006691505	1.38452458	2.17501852	1.153613677	1.390076317	0.628620459	0	0.612848765	4.123411218	2.82864179	3.213270767	0.397690369	0	0.975892852	0	0.586651507	0.767162268	0.958770072	0	1.052731462	3.45455737	0	4.38173667	0.940556134	0.850011719	1.027618593
YOR042W	1093.603706	964.6909732	938.8652413	1321.84215	1459.930275	1075.11003	822.593877	1145.820397	720.0149417	1434.23791	1291.405698	1349.23813	1431.100592	1290.61502	1306.463566	1794.083436	1710.142659	1647.093006	1914.641249	1968.104521	1974.148589	614.7114951	876.7983818	956.6698499	1099.935504	1156.118299	1366.955416	1304.05183	1683.750111	1580.88063	1757.513653	1590.905445	1723.989101	1846.163582	1674.560432	1562.423472	987.7699621	1019.946546	1505.975524	1688.564057	2175.188429	1272.329334
YOR056C	31.62607159	27.78230639	27.20352574	34.0885765	31.43393	20.73814371	37.97926067	18.6520205	36.61880942	59.45171419	32.29967156	34.90450363	49.19807462	47.89538863	36.92937708	84.929548	73.12778161	73.89723159	90.21209319	87.5594331	131.7584377	49.55811314	71.37126843	67.34130007	54.25608651	41.31398537	44.98499498	25.89274186	47.45191682	44.75987269	48.18720836	56.89237775	63.72741777	62.13286302	50.73741614	66.76143973	50.88882272	44.5385785	44.5853501	57.41535637	77.239858	87.83567176
YOR057W	9.145098411	8.252831387	10.12109064	12.27018254	11.81691513	10.8061942	6.476583886	7.672910777	6.721566335	9.894126716	8.02423507	7.989967444	8.977872353	9.039666244	9.800831505	12.03354892	11.69755158	13.31951996	11.85660327	16.39277146	12.66164399	17.22797479	19.55475996	20.77426426	21.30624754	9.55526336	13.06676187	6.621255612	12.38300405	12.96430785	15.9510504	18.80568182	15.89908819	15.77550039	13.77490574	15.50113498	12.01724996	15.31078134	11.28763584	11.46627617	15.44231923	12.38506013
YOR059C	49.02622561	51.38401345	52.13777883	46.41980955	48.47332433	43.69431099	34.19241088	36.81879071	28.56489159	34.86680248	30.58600891	34.04793583	30.54463663	29.06731431	33.60566727	30.17819554	27.1402808	23.49031757	24.33701559	22.99264026	27.68629483	71.63804784	83.94871666	90.34685663	81.48651279	37.83554427	45.12430686	17.35275792	33.64441281	33.55785922	50.56527822	66.9096883	49.93055148	54.89681307	43.47427125	40.37593978	43.84526543	61.49818111	43.39494131	42.96790835	56.16320184	47.70419208
YOR070C	39.22357653	34.39753241	28.64547162	60.31834367	53.31207413	45.17497849	29.11822337	29.77082942	30.34707941	38.59831151	32.58183779	37.09435465	41.14281925	38.75132201	38.6096456	55.67583263	51.78331144	48.85597929	52.80149815	55.03019083	63.13950753	103.3199569	95.39711574	78.68526888	64.61436898	38.15762336	48.70570295	23.54213946	43.54758918	48.88252499	59.63620927	69.5179126	60.00158516	60.47761776	49.36352867	53.39956552	50.95815836	58.40049293	41.99933982	60.3966882	58.67668728	55.54966603
YOR076C	9.988583872	8.426044693	7.90267349	10.736769	10.32791881	10.42346979	6.970180778	7.244126782	5.820584226	9.878539702	7.562287178	8.206397237	7.913142056	6.902734334	9.139930031	10.02641087	8.872981888	8.997756662	11.10197471	11.27787909	11.04887667	16.19189215	15.7466055	19.3061628	20.78426392	10.77502556	12.94214076	6.513792474	9.505232839	11.18123037	9.849711619	17.98859457	14.50493996	13.82812416	10.59618965	12.72451692	11.43627419	13.64190597	8.921175668	8.965152651	15.42160548	10.45615295
YOR175C	166.2821038	151.2333838	155.3870926	226.8232792	255.6289838	233.2379832	134.1549902	153.5571337	113.1848986	175.6389421	152.1224825	153.1073167	163.4457826	162.4144552	181.1785182	185.5839324	196.9986151	193.8290533	191.9937727	199.8822456	224.4520199	509.5732144	598.6727402	523.7632966	361.2233321	185.5390419	226.3432301	109.8250119	201.0593371	223.9072548	287.0387725	325.6089901	290.8631343	269.3310007	223.5561499	242.4248806	208.7121835	318.1929618	221.8285678	222.9279175	269.798682	224.3222592
